customer_key;customer_id;Full_name;age;age_group;life_spand;nbr_order;total_sales;total_quantity;nbr_product;segment;recency;avg_order_value;avg_monthly_spend
904;11903;Kate Raji;41;40-49;22;3;8108;4;4;VIP;158;2027;368
905;11904;Kaylee Cook;40;40-49;22;3;8214;7;7;VIP;158;1173;373
906;11905;Isaiah Ramirez;52;50 and Above;23;3;8156;7;7;VIP;158;1165;354
907;11906;Gabriella Sanders;54;50 and Above;22;3;8151;7;7;VIP;158;1164;370
908;11907;Sarah Garcia;53;50 and Above;22;3;8135;5;5;VIP;158;1627;369
909;11908;Rafael Tang;54;50 and Above;23;3;8079;3;3;VIP;157;2693;351
910;11909;Nichole She;55;50 and Above;23;3;8105;7;7;VIP;157;1157;352
911;11910;Jaclyn Zheng;55;50 and Above;22;3;8113;5;5;VIP;157;1622;368
912;11911;Rachael Kapoor;54;50 and Above;6;3;62;4;4;Regular;153;15;10
913;11912;Rachael Sai;NULL;50 and Above;25;3;8095;6;6;VIP;154;1349;323
914;11913;Rebecca Robinson;56;50 and Above;0;3;41;4;4;Regular;153;10;0
915;11914;Meagan Rana;47;40-49;22;3;8166;8;8;VIP;157;1020;371
916;11915;Philip Carlson;NULL;50 and Above;22;3;8143;8;7;VIP;157;1017;370
917;11916;Joe Rana;50;50 and Above;22;3;8179;7;7;VIP;157;1168;371
918;11917;Roy Sanz;55;50 and Above;22;3;8121;6;6;VIP;157;1353;369
919;11918;Kaylee Hill;57;50 and Above;25;3;8205;8;8;VIP;154;1025;328
920;11919;Warren Andersen;57;50 and Above;26;3;8172;8;8;VIP;153;1021;314
921;11920;Adrienne Gomez;51;50 and Above;26;3;8156;7;7;VIP;153;1165;313
922;11921;Gilbert Zhu;56;50 and Above;2;3;63;5;5;Regular;154;12;31
923;11922;James Davis;41;40-49;8;5;276;12;10;Regular;155;23;34
924;11923;Sarah Bryant;41;40-49;11;2;43;2;2;Regular;152;21;3
925;11924;Ian Long;41;40-49;20;2;5897;5;5;VIP;159;1179;294
926;11925;Ashlee Jai;42;40-49;20;2;5968;5;5;VIP;159;1193;298
927;11926;Eduardo Foster;43;40-49;1;2;48;3;3;Regular;159;16;48
928;11927;Nicole Murphy;42;40-49;0;2;52;3;3;Regular;152;17;0
929;11928;Isabella Morris;42;40-49;7;2;48;3;3;Regular;153;16;6
930;11929;Virginia Gonzalez;64;50 and Above;26;3;4965;8;7;New;153;620;190
931;11930;Jaclyn Nara;74;50 and Above;26;3;5035;5;5;VIP;153;1007;193
932;11931;Marcus Adams;42;40-49;9;2;234;7;7;Regular;154;33;26
933;11932;Elizabeth Coleman;42;40-49;3;2;136;6;6;Regular;158;22;45
934;11933;Mathew Rubio;44;40-49;20;2;5933;3;3;VIP;159;1977;296
935;11934;Justin Shan;43;40-49;19;2;5994;5;5;VIP;159;1198;315
936;11935;Jessica Taylor;43;40-49;0;1;35;1;1;Regular;159;35;0
937;11936;Hunter Clark;44;40-49;0;1;42;3;3;Regular;161;14;0
938;11937;Devin Perez;44;40-49;21;2;5888;4;4;VIP;158;1472;280
939;11938;Seth Alexander;43;40-49;10;2;43;2;2;Regular;152;21;4
940;11939;Kevin Washington;44;40-49;19;2;5977;5;5;VIP;159;1195;314
941;11940;Tyler Miller;43;40-49;4;2;70;2;2;Regular;153;35;17
942;11941;Adam Roberts;44;40-49;3;2;109;5;5;Regular;154;21;36
943;11942;George Gonzalez;72;50 and Above;26;3;4827;8;6;New;153;603;185
944;11943;Dawn Huang;72;50 and Above;26;3;4734;7;7;New;153;676;182
945;11944;Rachael Rodriguez;70;50 and Above;26;3;4776;9;8;New;153;530;183
946;11945;Dennis Huang;40;40-49;23;2;5910;4;4;VIP;156;1477;256
947;11946;Brandy Saunders;70;50 and Above;26;3;4697;5;5;New;153;939;180
948;11947;Jenny Zheng;69;50 and Above;26;3;4747;6;6;New;153;791;182
949;11948;Tasha Xu;70;50 and Above;1;2;82;4;4;Regular;155;20;82
950;11949;Julia Brooks;40;40-49;2;2;70;2;2;Regular;156;35;35
951;11950;Jordan Carter;41;40-49;9;2;110;4;4;Regular;154;27;12
952;11951;Lacey Huang;68;50 and Above;3;3;63;8;6;Regular;154;7;21
953;11952;Dorothy Robinson;66;50 and Above;22;3;8169;7;7;VIP;157;1167;371
954;11953;Courtney Wright;45;40-49;7;2;65;6;6;Regular;156;10;9
955;11954;Joseph Garcia;45;40-49;19;2;5910;4;4;VIP;159;1477;311
956;11955;Gabriel Green;46;40-49;20;2;5953;3;3;VIP;159;1984;297
957;11956;Alexandria Sandberg;41;40-49;20;2;5873;2;2;VIP;159;2936;293
958;11957;Courtney Hernandez;47;40-49;11;2;91;6;6;Regular;152;15;8
959;11958;Dylan Lal;48;40-49;5;2;160;5;5;Regular;154;32;32
960;11959;Elizabeth Davis;48;40-49;8;2;139;4;4;Regular;154;34;17
961;11960;Ana Griffin;48;40-49;4;2;75;3;3;Regular;158;25;18
962;11961;Anne Alvarez;48;40-49;8;2;72;3;3;Regular;155;24;9
963;11962;Alexandra Roberts;44;40-49;0;2;103;4;4;Regular;157;25;0
964;11963;Antonio Patterson;66;50 and Above;22;3;8068;5;5;VIP;157;1613;366
965;11964;Sharon Salavaria;59;50 and Above;22;3;8173;6;6;VIP;157;1362;371
966;11965;Katie She;64;50 and Above;10;3;118;6;6;Regular;153;19;11
967;11966;Rafael Black;59;50 and Above;1;3;55;4;4;Regular;153;13;55
968;11967;Latasha Munoz;64;50 and Above;22;3;8153;6;6;VIP;157;1358;370
969;11968;Kelsey Becker;62;50 and Above;22;3;8079;3;3;VIP;157;2693;367
970;11969;Randy Xu;62;50 and Above;22;3;8173;6;6;VIP;157;1362;371
971;11970;Bailey Collins;42;40-49;4;2;110;4;3;Regular;156;27;27
972;11971;Amanda Adams;47;40-49;7;2;134;5;5;Regular;154;26;19
973;11972;Katherine Williams;47;40-49;1;2;65;6;6;Regular;153;10;65
974;11973;Caroline Barnes;47;40-49;1;2;89;5;5;Regular;162;17;89
975;11974;Randy Sun;47;40-49;2;2;113;6;6;Regular;153;18;56
976;11975;Destiny Garcia;46;40-49;3;2;209;6;6;Regular;155;34;69
977;11976;Audrey Ramos;56;50 and Above;22;3;8087;6;6;VIP;157;1347;367
978;11977;Bonnie Jai;62;50 and Above;21;3;8213;8;8;VIP;157;1026;391
979;11978;Jackson Washington;49;40-49;9;2;75;3;3;Regular;154;25;8
980;11979;Christopher Johnson;64;50 and Above;3;2;4814;8;8;Regular;160;601;1604
981;11980;Kimberly Richardson;63;50 and Above;2;2;108;5;5;Regular;154;21;54
982;11981;Alexandria Howard;64;50 and Above;9;2;120;6;6;Regular;152;20;13
983;11982;Alexandra Foster;64;50 and Above;2;2;105;5;5;Regular;155;21;52
984;11983;Cheryl Ortega;58;50 and Above;15;2;5873;2;2;VIP;163;2936;391
985;11984;Alex Campbell;64;50 and Above;3;2;4730;6;6;Regular;160;788;1576
986;11985;Melanie Hughes;63;50 and Above;11;2;90;3;3;Regular;152;30;8
987;11986;Max Alvarez;57;50 and Above;21;3;8245;11;11;VIP;157;749;392
988;11987;Diane Vazquez;53;50 and Above;5;3;278;8;7;Regular;154;34;55
989;11988;Kathryn Chapman;58;50 and Above;21;3;8078;6;6;VIP;157;1346;384
990;11989;Kara Anand;42;40-49;21;3;8140;5;5;VIP;157;1628;387
991;11990;Joanna Vazquez;58;50 and Above;21;3;8164;7;6;VIP;157;1166;388
992;11991;Frederick Martinez;58;50 and Above;25;3;8128;6;6;VIP;153;1354;325
993;11992;Tonya Chande;54;50 and Above;25;3;8123;5;5;VIP;153;1624;324
994;11993;Rosa Wang;49;40-49;25;3;8131;7;7;VIP;153;1161;325
995;11994;Leah Hu;49;40-49;21;3;8169;5;5;VIP;157;1633;389
996;11995;Kelvin Carson;61;50 and Above;25;3;8249;7;7;VIP;153;1178;329
997;11996;Veronica Srini;60;50 and Above;21;3;7059;11;10;VIP;157;641;336
998;11997;Kristina Kapoor;55;50 and Above;21;3;7030;7;7;VIP;157;1004;334
999;11998;Donna Sharma;60;50 and Above;21;3;6962;7;7;VIP;157;994;331
1000;11999;Johnny Shan;61;50 and Above;21;3;7043;9;9;VIP;157;782;335
1001;12000;Ashley Russell;56;50 and Above;21;3;8183;8;8;VIP;157;1022;389
1002;12001;Shannon Yang;45;40-49;21;3;8113;7;7;VIP;157;1159;386
1003;12002;Adriana Lopez;57;50 and Above;21;3;8145;6;6;VIP;157;1357;387
1004;12003;Audrey Munoz;47;40-49;21;3;8256;8;8;VIP;157;1032;393
1005;12004;Jarrod Suri;52;50 and Above;21;3;8114;4;4;VIP;157;2028;386
1006;12005;Gilbert Shen;53;50 and Above;21;3;6985;6;6;VIP;157;1164;332
1007;12006;Richard Blue;53;50 and Above;2;3;144;6;6;Regular;158;24;72
1008;12007;Shannon Sun;59;50 and Above;21;3;7024;8;7;VIP;156;878;334
1009;12008;Sharon Yuan;59;50 and Above;7;3;79;5;5;Regular;152;15;11
1010;12009;Ann Martinez;63;50 and Above;20;3;8195;7;7;VIP;157;1170;409
1011;12010;Max Serrano;64;50 and Above;20;3;8203;8;8;VIP;157;1025;410
1012;12011;Morgan Johnson;86;50 and Above;24;3;4736;6;6;New;153;789;197
1013;12012;Monica Schmidt;55;50 and Above;6;3;74;4;4;Regular;157;18;12
1014;12013;Kayla Lewis;68;50 and Above;15;2;3950;3;3;New;162;1316;263
1015;12014;Devin Sanders;72;50 and Above;17;2;3950;3;3;New;160;1316;232
1016;12015;Jacob White;44;40-49;0;1;62;3;3;Regular;161;20;0
1017;12016;Meredith Serrano;45;40-49;19;2;5913;4;4;VIP;159;1478;311
1018;12017;David Simmons;44;40-49;0;1;2340;3;3;Regular;162;780;0
1019;12018;Devin Henderson;40;40-49;23;2;6012;6;6;VIP;156;1002;261
1020;12019;Gabrielle Cox;40;40-49;0;1;75;3;3;Regular;156;25;0
1021;12020;Olivia Rogers;41;40-49;0;1;804;3;3;Regular;155;268;0
1022;12021;Deborah Yuan;75;50 and Above;17;2;4044;5;5;New;160;808;237
1023;12022;Jose Wright;40;40-49;1;2;136;6;6;Regular;156;22;136
1024;12023;Fernando Johnson;42;40-49;24;2;5933;3;3;VIP;155;1977;247
1025;12024;Samuel Edwards;43;40-49;6;2;84;4;4;Regular;157;21;14
1026;12025;Logan Diaz;43;40-49;19;2;5910;4;4;VIP;159;1477;311
1027;12026;Lucas Flores;42;40-49;19;2;5977;5;5;VIP;159;1195;314
1028;12027;Haley Wood;42;40-49;20;2;5913;4;4;VIP;158;1478;295
1029;12028;Sarah Lewis;43;40-49;0;1;40;2;2;Regular;156;20;0
1030;12029;Damien Hu;43;40-49;0;1;55;4;4;Regular;157;13;0
1031;12030;Ana Washington;44;40-49;20;2;5970;4;4;VIP;158;1492;298
1032;12031;Logan Jai;41;40-49;0;1;769;1;1;Regular;154;769;0
1033;12032;Tyler Taylor;42;40-49;0;1;615;4;4;Regular;163;153;0
1034;12033;Kristen Guo;42;40-49;20;2;5949;4;4;VIP;158;1487;297
1035;12034;Julian Long;80;50 and Above;4;3;74;6;4;Regular;152;12;18
1036;12035;Gerald Prasad;80;50 and Above;3;3;81;6;5;Regular;160;13;27
1037;12036;Summer Lopez;80;50 and Above;7;3;69;5;4;Regular;155;13;9
1038;12037;Patricia Chapman;77;50 and Above;21;3;7107;8;8;VIP;156;888;338
1039;12038;George Vance;77;50 and Above;8;3;91;5;5;Regular;152;18;11
1040;12039;Ricardo Nath;78;50 and Above;20;3;8212;9;8;VIP;157;912;410
1041;12040;Richard Torres;44;40-49;11;2;51;4;4;Regular;152;12;4
1042;12041;Seth Martin;40;40-49;20;2;5998;6;6;VIP;158;999;299
1043;12042;Alex Carter;45;40-49;20;2;5975;4;4;VIP;158;1493;298
1044;12043;Carson Patterson;46;40-49;3;2;104;4;4;Regular;153;26;34
1045;12044;Madeline Lopez;47;40-49;1;2;106;5;5;Regular;153;21;106
1046;12045;Luis Russell;47;40-49;6;2;66;3;3;Regular;154;22;11
1047;12046;Alexa Cook;46;40-49;2;2;44;2;2;Regular;161;22;22
1048;12047;Alexandra Davis;47;40-49;5;2;44;2;2;Regular;155;22;8
1049;12048;Kayla Coleman;43;40-49;2;2;134;5;5;Regular;154;26;67
1050;12049;Angela Russell;53;50 and Above;3;2;171;6;6;Regular;154;28;57
1051;12050;Aaron Young;48;40-49;15;2;6024;6;6;VIP;163;1004;401
1052;12051;Isaiah Scott;42;40-49;3;2;90;3;3;Regular;160;30;30
1053;12052;Makayla Ward;54;50 and Above;15;2;5935;4;4;VIP;163;1483;395
1054;12053;Cedric Gao;54;50 and Above;15;2;5973;5;5;VIP;164;1194;398
1055;12054;Luke Diaz;53;50 and Above;11;5;403;11;8;Regular;153;36;36
1056;12055;Arianna Richardson;52;50 and Above;11;4;104;8;7;Regular;152;13;9
1057;12056;Ian Ward;79;50 and Above;7;4;254;11;8;Regular;152;23;36
1058;12057;Madeline Collins;78;50 and Above;5;2;87;3;3;Regular;158;29;17
1059;12058;Chloe Nelson;78;50 and Above;15;2;5936;4;4;VIP;163;1484;395
1060;12059;Jason Jenkins;78;50 and Above;15;2;5930;4;4;VIP;163;1482;395
1061;12060;Andrew Wedge;78;50 and Above;5;2;4812;5;5;Regular;159;962;962
1062;12061;Bryce Brooks;78;50 and Above;8;4;140;10;8;Regular;156;14;17
1063;12062;Edward Long;77;50 and Above;11;2;87;3;3;Regular;152;29;7
1064;12063;Xavier Martinez;76;50 and Above;2;2;85;2;2;Regular;154;42;42
1065;12064;John White;71;50 and Above;8;2;122;5;5;Regular;154;24;15
1066;12065;Isaiah Collins;77;50 and Above;1;2;92;4;4;Regular;161;23;92
1067;12066;Wyatt Powell;76;50 and Above;6;2;85;2;2;Regular;156;42;14
1068;12067;Aaron Bryant;76;50 and Above;3;2;134;5;5;Regular;158;26;44
1069;12068;Maria Jenkins;77;50 and Above;4;2;94;3;3;Regular;154;31;23
1070;12069;Garrett Kelly;76;50 and Above;16;2;5897;4;4;VIP;163;1474;368
1071;12070;Luke Ross;76;50 and Above;1;2;85;2;2;Regular;153;42;85
1072;12071;Robert Robinson;77;50 and Above;15;2;5973;5;5;VIP;163;1194;398
1073;12072;Tristan Ross;76;50 and Above;16;2;5951;6;6;VIP;162;991;371
1074;12073;Thomas Rodriguez;76;50 and Above;1;2;134;5;5;Regular;161;26;134
1075;12074;Megan Jenkins;65;50 and Above;2;4;261;13;10;Regular;155;20;130
1076;12075;Cameron Griffin;77;50 and Above;20;2;5933;3;3;VIP;158;1977;296
1077;12076;Chloe Washington;71;50 and Above;16;2;5873;2;2;VIP;162;2936;367
1078;12077;Nicole Sandberg;70;50 and Above;12;4;174;9;9;Regular;152;19;14
1079;12078;Jose Edwards;76;50 and Above;20;2;5975;4;4;VIP;158;1493;298
1080;12079;Nathaniel Cooper;70;50 and Above;20;2;6008;8;8;VIP;158;751;300
1081;12080;Grace Sanchez;75;50 and Above;0;1;2355;2;2;Regular;162;1177;0
1082;12081;Kaitlyn Perez;69;50 and Above;0;1;2367;3;3;Regular;160;789;0
1083;12082;Lauren Sanchez;74;50 and Above;16;2;5913;4;4;VIP;162;1478;369
1084;12083;Kayla Alexander;75;50 and Above;16;2;5993;3;3;VIP;162;1997;374
1085;12084;Aidan Perry;73;50 and Above;20;2;5985;6;6;VIP;158;997;299
1086;12085;Tyler Rodriguez;73;50 and Above;2;2;108;5;5;Regular;157;21;54
1087;12086;Emily Clark;73;50 and Above;0;1;2295;1;1;Regular;160;2295;0
1088;12087;Sean Cook;68;50 and Above;3;2;92;4;4;Regular;152;23;30
1089;12088;Lauren Thompson;73;50 and Above;1;2;171;6;5;Regular;152;28;171
1090;12089;Nathaniel Richardson;68;50 and Above;4;2;4710;4;4;Regular;159;1177;1177
1091;12090;Savannah Carter;72;50 and Above;0;1;2351;3;3;Regular;160;783;0
1092;12091;Eddie Munoz;67;50 and Above;7;2;84;4;4;Regular;156;21;12
1093;12092;Austin White;73;50 and Above;1;2;51;4;4;Regular;159;12;51
1094;12093;Levi Chandra;72;50 and Above;2;2;46;3;3;Regular;152;15;23
1095;12094;Bailey Bailey;72;50 and Above;20;2;5962;6;6;VIP;158;993;298
1096;12095;Austin Griffin;73;50 and Above;3;2;57;4;4;Regular;157;14;19
1097;12096;Caitlin Brooks;73;50 and Above;20;2;5900;3;3;VIP;158;1966;295
1098;12097;Sean Allen;71;50 and Above;8;4;238;10;9;Regular;152;23;29
1099;12098;Grace Clark;71;50 and Above;11;2;84;4;4;Regular;153;21;7
1100;12099;Sydney Hall;71;50 and Above;7;2;44;2;2;Regular;154;22;6
1101;12100;Jon Sun;72;50 and Above;1;2;130;4;4;Regular;156;32;130
1102;12101;Logan Patterson;72;50 and Above;3;2;92;4;4;Regular;159;23;30
1103;12102;Devin Simmons;72;50 and Above;15;2;5903;4;4;VIP;163;1475;393
1104;12103;Chloe White;66;50 and Above;16;2;5997;6;6;VIP;162;999;374
1105;12104;Mariah Ross;66;50 and Above;17;2;5908;3;3;VIP;162;1969;347
1106;12105;Abigail Foster;72;50 and Above;16;2;5993;3;3;VIP;162;1997;374
1107;12106;Isaiah Baker;71;50 and Above;4;4;169;7;6;Regular;155;24;42
1108;12107;Nathan Gonzales;65;50 and Above;5;4;222;8;7;Regular;158;27;44
1109;12108;James Walker;65;50 and Above;20;2;5946;5;5;VIP;158;1189;297
1110;12109;Morgan Foster;71;50 and Above;20;2;5930;4;4;VIP;158;1482;296
1111;12110;Bianca Guo;71;50 and Above;20;2;5888;4;4;VIP;158;1472;294
1112;12111;Jacqueline Gonzales;70;50 and Above;2;2;195;4;4;Regular;156;48;97
1113;12112;Arianna Henderson;71;50 and Above;16;2;5930;4;4;VIP;162;1482;370
1114;12113;Nathan Hughes;58;50 and Above;4;2;4737;5;5;Regular;159;947;1184
1115;12114;Charles Richardson;69;50 and Above;3;2;4719;5;5;Regular;159;943;1573
1116;12115;Chloe Richardson;70;50 and Above;0;2;90;3;3;Regular;159;30;0
1117;12116;Amanda Gray;70;50 and Above;16;2;5933;3;3;VIP;162;1977;370
1118;12117;Cameron Yang;69;50 and Above;4;2;160;3;3;Regular;153;53;40
1119;12118;Miguel Sanchez;59;50 and Above;20;2;6004;8;8;VIP;158;750;300
1120;12119;Keith Raje;70;50 and Above;6;2;162;4;4;Regular;154;40;27
1121;12120;Xavier Simmons;68;50 and Above;20;2;5908;3;3;VIP;158;1969;295
1122;12121;Logan Wilson;68;50 and Above;20;2;5946;5;5;VIP;158;1189;297
1123;12122;Destiny Coleman;68;50 and Above;3;2;4814;5;5;Regular;159;962;1604
1124;12123;Wesley Liang;NULL;50 and Above;21;4;5837;12;11;VIP;154;486;277
1125;12124;Brandi Gill;64;50 and Above;33;5;13195;12;11;VIP;155;1099;399
1126;12125;Diana Ortega;64;50 and Above;18;4;8595;10;10;VIP;154;859;477
1127;12126;Tammy Raman;63;50 and Above;4;2;81;4;4;Regular;157;20;20
1128;12127;Grace Davis;64;50 and Above;0;1;35;1;1;Regular;154;35;0
1129;12128;Kristy Munoz;59;50 and Above;19;4;8681;9;8;VIP;153;964;456
1130;12129;Wendy Alvarez;64;50 and Above;19;4;8557;9;8;VIP;153;950;450
1131;12130;Suzanne Zhou;64;50 and Above;18;4;7987;10;9;VIP;154;798;443
1132;12131;Randall Dominguez;65;50 and Above;32;5;13265;11;11;VIP;155;1205;414
1133;12132;Kaitlyn Henderson;65;50 and Above;33;5;13294;14;13;VIP;155;949;402
1134;12133;Colleen Xie;65;50 and Above;22;4;5830;10;9;VIP;153;583;265
1135;12134;Hector Alonso;60;50 and Above;3;2;97;5;5;Regular;155;19;32
1136;12135;Fernando Taylor;64;50 and Above;2;2;85;2;2;Regular;158;42;42
1137;12136;Blake Turner;88;50 and Above;9;4;181;10;10;Regular;152;18;20
1138;12137;Jack Green;88;50 and Above;2;2;92;4;4;Regular;160;23;46
1139;12138;Colin Jai;87;50 and Above;0;2;120;5;5;Regular;157;24;0
1140;12139;Franklin Yang;82;50 and Above;5;2;103;4;4;Regular;153;25;20
1141;12140;Oscar Russell;56;50 and Above;4;4;118;10;8;Regular;155;11;29
1142;12141;Kaitlyn Lee;50;50 and Above;16;2;5979;5;5;VIP;162;1195;373
1143;12142;Gabriella Torres;45;40-49;16;2;5945;6;6;VIP;162;990;371
1144;12143;Logan Turner;55;50 and Above;16;2;5993;3;3;VIP;162;1997;374
1145;12144;Kelly Jenkins;55;50 and Above;8;2;50;4;4;Regular;154;12;6
1146;12145;Brandon Butler;50;50 and Above;1;2;133;5;5;Regular;153;26;133
1147;12146;Xavier Thomas;55;50 and Above;5;2;227;6;6;Regular;154;37;45
1148;12147;Taylor Patterson;56;50 and Above;5;4;271;13;10;Regular;154;20;54
1149;12148;Gabrielle Morris;56;50 and Above;1;2;83;4;4;Regular;153;20;83
1150;12149;Bailey Scott;51;50 and Above;8;2;83;4;4;Regular;152;20;10
1151;12150;Logan Wang;51;50 and Above;1;2;43;2;2;Regular;156;21;43
1152;12151;Steven Kelly;57;50 and Above;16;2;5895;3;3;VIP;162;1965;368
1153;12152;Adrian Ramirez;51;50 and Above;17;2;5937;5;5;VIP;162;1187;349
1154;12153;Kaitlyn Bailey;64;50 and Above;16;2;5938;5;5;VIP;162;1187;371
1155;12154;Hailey Adams;59;50 and Above;4;2;4798;5;5;Regular;158;959;1199
1156;12155;Gabriella Lopez;59;50 and Above;16;2;5930;4;4;VIP;162;1482;370
1157;12156;Bonnie Raji;87;50 and Above;16;2;5920;3;3;VIP;162;1973;370
1158;12157;William White;86;50 and Above;6;2;43;2;2;Regular;154;21;7
1159;12158;Kyle Phillips;47;40-49;3;4;202;11;7;Regular;153;18;67
1160;12159;Kaitlyn Scott;52;50 and Above;11;4;259;12;8;Regular;152;21;23
1161;12160;Jaclyn Zhang;57;50 and Above;16;2;5945;4;4;VIP;162;1486;371
1162;12161;Alexandria Rogers;52;50 and Above;8;2;207;4;4;Regular;154;51;25
1163;12162;Luke Mitchell;52;50 and Above;16;2;5913;4;4;VIP;162;1478;369
1164;12163;Aaron Wang;57;50 and Above;16;2;5944;4;4;VIP;162;1486;371
1165;12164;Noah Butler;52;50 and Above;16;2;5908;3;3;VIP;162;1969;369
1166;12165;Caleb Flores;59;50 and Above;6;4;280;13;11;Regular;158;21;46
1167;12166;Jared Rogers;42;40-49;4;4;162;9;8;Regular;154;18;40
1168;12167;Sebastian Stewart;58;50 and Above;17;2;5975;4;4;VIP;162;1493;351
1169;12168;Hunter Jackson;60;50 and Above;6;2;73;4;3;Regular;157;18;12
1170;12169;Abigail Howard;54;50 and Above;17;2;5948;5;5;VIP;162;1189;349
1171;12170;Sara Reed;54;50 and Above;16;2;5908;3;3;VIP;162;1969;369
1172;12171;Alyssa Cooper;54;50 and Above;16;2;5984;4;4;VIP;162;1496;374
1173;12172;Eduardo Alexander;54;50 and Above;16;2;5930;4;4;VIP;162;1482;370
1174;12173;Dalton Edwards;59;50 and Above;16;2;5929;4;4;VIP;162;1482;370
1175;12174;Charles Phillips;60;50 and Above;15;2;5873;2;2;VIP;162;2936;391
1176;12175;Luke Powell;60;50 and Above;0;2;155;2;2;Regular;154;77;0
1177;12176;Cody James;60;50 and Above;11;2;162;4;4;Regular;152;40;14
1178;12177;Kevin Campbell;66;50 and Above;4;2;4811;8;8;Regular;158;601;1202
1179;12178;Ethan Shan;67;50 and Above;15;2;5933;3;3;VIP;162;1977;395
1180;12179;Alexis Jones;85;50 and Above;19;2;5913;4;4;VIP;158;1478;311
1181;12180;Holly Mehta;84;50 and Above;19;2;5930;4;4;VIP;158;1482;312
1182;12181;Katelyn Sanders;84;50 and Above;15;2;5959;4;4;VIP;162;1489;397
1183;12182;Erin Torres;60;50 and Above;7;4;87;6;5;Regular;155;14;12
1184;12183;Emily Robinson;60;50 and Above;5;4;229;10;8;Regular;158;22;45
1185;12184;Isaiah Perez;60;50 and Above;15;2;5875;3;3;VIP;162;1958;391
1186;12185;Kaitlyn Patterson;60;50 and Above;1;2;50;4;4;Regular;161;12;50
1187;12186;Bryant Srini;55;50 and Above;15;2;5913;4;4;VIP;162;1478;394
1188;12187;Ruben Subram;60;50 and Above;15;2;5908;3;3;VIP;162;1969;393
1189;12188;Ashley Thomas;NULL;50 and Above;15;2;5933;3;3;VIP;162;1977;395
1190;12189;Sophia Wright;55;50 and Above;15;2;5950;4;4;VIP;162;1487;396
1191;12190;Justin Gonzales;60;50 and Above;15;2;5890;5;5;VIP;162;1178;392
1192;12191;Melissa Washington;61;50 and Above;5;2;246;5;5;Regular;156;49;49
1193;12192;Jocelyn Hayes;66;50 and Above;8;2;160;3;3;Regular;153;53;20
1194;12193;Caleb Simmons;67;50 and Above;4;2;4833;6;6;Regular;158;805;1208
1195;12194;Destiny Foster;67;50 and Above;1;2;83;4;4;Regular;160;20;83
1196;12195;Erin Morris;56;50 and Above;2;2;124;5;5;Regular;158;24;62
1197;12196;Alexis Miller;67;50 and Above;9;4;160;8;6;Regular;152;20;17
1198;12197;Adam Hernandez;68;50 and Above;3;2;48;3;3;Regular;160;16;16
1199;12198;Noah Scott;68;50 and Above;19;2;5969;7;7;VIP;158;852;314
1200;12199;Christina Richardson;69;50 and Above;5;2;195;4;4;Regular;154;48;39
1201;12200;Rafael Sharma;83;50 and Above;15;2;5935;4;4;VIP;162;1483;395
1202;12201;Mindy Yuan;82;50 and Above;2;2;58;5;4;Regular;157;11;29
1203;12202;Xavier Ross;83;50 and Above;8;4;171;13;8;Regular;155;13;21
1204;12203;Zachary Hughes;83;50 and Above;6;4;200;12;10;Regular;152;16;33
1205;12204;Bradley Jai;83;50 and Above;5;2;120;7;7;Regular;159;17;24
1206;12205;Madison Long;82;50 and Above;2;2;51;4;4;Regular;153;12;25
1207;12206;Sierra Parker;82;50 and Above;15;2;5908;3;3;VIP;162;1969;393
1208;12207;Samuel Hill;81;50 and Above;16;2;5875;3;3;VIP;161;1958;367
1209;12208;Dominique Sanchez;81;50 and Above;16;2;5954;5;5;VIP;161;1190;372
1210;12209;Mindy Jai;81;50 and Above;16;2;5908;3;3;VIP;161;1969;369
1211;12210;Alan He;42;40-49;20;3;6825;6;5;VIP;154;1137;341
1212;12211;Victor Romero;41;40-49;28;2;5908;3;3;VIP;158;1969;211
1213;12212;Shawna Xie;52;50 and Above;28;2;5898;2;2;VIP;158;2949;210
1214;12213;Alejandro Lal;52;50 and Above;11;2;4419;5;5;Regular;161;883;401
1215;12214;Julie Raje;58;50 and Above;21;3;6803;8;8;VIP;153;850;323
1216;12215;Karla She;58;50 and Above;21;3;6890;9;9;VIP;153;765;328
1217;12216;Gerald Rodriguez;59;50 and Above;21;3;6955;9;8;VIP;153;772;331
1218;12217;Kyle Roberts;60;50 and Above;28;2;5873;2;2;VIP;158;2936;209
1219;12218;Mitchell Xu;59;50 and Above;11;2;4472;5;4;Regular;161;894;406
1220;12219;Kurt Nara;49;40-49;28;2;5967;5;5;VIP;158;1193;213
1221;12220;Virginia Sara;60;50 and Above;28;2;5950;4;4;VIP;158;1487;212
1222;12221;Brandi Ruiz;60;50 and Above;28;2;5968;4;4;VIP;158;1492;213
1223;12222;Jenny Xu;60;50 and Above;21;3;6909;8;7;VIP;153;863;329
1224;12223;Felicia Vazquez;60;50 and Above;0;1;35;1;1;Regular;157;35;0
1225;12224;Tristan Henderson;85;50 and Above;0;1;85;2;2;Regular;154;42;0
1226;12225;Kathleen Ortega;62;50 and Above;12;2;4381;4;4;Regular;160;1095;365
1227;12226;Faith Ward;58;50 and Above;12;2;4368;5;5;Regular;160;873;364
1228;12227;Kelsey Raje;63;50 and Above;0;1;44;2;2;Regular;161;22;0
1229;12228;Mayra Martinez;63;50 and Above;11;2;4401;3;3;Regular;160;1467;400
